,ticker,date_,category,value,instrument_id,data_vendor_id
0,SHY,2008-04-22,Open,83.290001,48,2
1,SHY,2008-04-23,Open,83.33000200000001,48,2
2,SHY,2008-04-24,Open,83.199997,48,2
3,SHY,2008-04-25,Open,83.059998,48,2
4,SHY,2008-04-28,Open,83.129997,48,2
5,SHY,2008-04-29,Open,83.260002,48,2
6,SHY,2008-04-30,Open,83.220001,48,2
7,SHY,2008-05-01,Open,83.279999,48,2
8,SHY,2008-05-02,Open,82.910004,48,2
9,SHY,2008-05-05,Open,83.0,48,2
10,SHY,2008-05-06,Open,83.110001,48,2
11,SHY,2008-05-07,Open,83.019997,48,2
12,SHY,2008-05-08,Open,83.25,48,2
13,SHY,2008-05-09,Open,83.339996,48,2
14,SHY,2008-05-12,Open,83.209999,48,2
15,SHY,2008-05-13,Open,83.010002,48,2
16,SHY,2008-05-14,Open,83.019997,48,2
17,SHY,2008-05-15,Open,82.889999,48,2
18,SHY,2008-05-16,Open,82.889999,48,2
19,SHY,2008-05-19,Open,83.07,48,2
20,SHY,2008-05-20,Open,83.099998,48,2
21,SHY,2008-05-21,Open,83.139999,48,2
22,SHY,2008-05-22,Open,82.989998,48,2
23,SHY,2008-05-23,Open,82.959999,48,2
24,SHY,2008-05-27,Open,83.029999,48,2
25,SHY,2008-05-28,Open,82.910004,48,2
26,SHY,2008-05-29,Open,82.739998,48,2
27,SHY,2008-05-30,Open,82.879997,48,2
28,SHY,2008-06-02,Open,82.699997,48,2
29,SHY,2008-06-03,Open,82.93,48,2
30,SHY,2008-06-04,Open,83.0,48,2
31,SHY,2008-06-05,Open,82.879997,48,2
32,SHY,2008-06-06,Open,82.910004,48,2
33,SHY,2008-06-09,Open,82.790001,48,2
34,SHY,2008-06-10,Open,82.400002,48,2
35,SHY,2008-06-11,Open,82.400002,48,2
36,SHY,2008-06-12,Open,82.279999,48,2
37,SHY,2008-06-13,Open,82.209999,48,2
38,SHY,2008-06-16,Open,82.199997,48,2
39,SHY,2008-06-17,Open,82.290001,48,2
40,SHY,2008-06-18,Open,82.370003,48,2
41,SHY,2008-06-19,Open,82.370003,48,2
