,ticker,date_,category,value,instrument_id,data_vendor_id
0,USTREASURY/MKTDM,2015-09-30,12 Months,23.9,18,1
1,USTREASURY/MKTDM,2015-06-30,12 Months,23.78,18,1
2,USTREASURY/MKTDM,2015-03-31,12 Months,24.0,18,1
3,USTREASURY/MKTDM,2014-12-31,12 Months,24.0,18,1
4,USTREASURY/MKTDM,2014-09-30,12 Months,24.0,18,1
5,USTREASURY/MKTDM,2014-06-30,12 Months,26.0,18,1
6,USTREASURY/MKTDM,2014-03-31,12 Months,25.64,18,1
7,USTREASURY/MKTDM,2013-12-31,12 Months,25.36,18,1
8,USTREASURY/MKTDM,2013-09-30,12 Months,0.26,18,1
9,USTREASURY/MKTDM,2013-06-30,12 Months,0.278,18,1
10,USTREASURY/MKTDM,2013-03-31,12 Months,0.266,18,1
11,USTREASURY/MKTDM,2012-12-31,12 Months,0.27,18,1
12,USTREASURY/MKTDM,2012-09-30,12 Months,0.27,18,1
13,USTREASURY/MKTDM,2012-06-30,12 Months,0.28,18,1
14,USTREASURY/MKTDM,2012-03-31,12 Months,0.28,18,1
15,USTREASURY/MKTDM,2011-12-31,12 Months,0.28,18,1
16,USTREASURY/MKTDM,2011-09-30,12 Months,0.28,18,1
17,USTREASURY/MKTDM,2011-06-30,12 Months,0.29,18,1
18,USTREASURY/MKTDM,2011-03-31,12 Months,0.3,18,1
19,USTREASURY/MKTDM,2010-12-31,12 Months,0.3,18,1
20,USTREASURY/MKTDM,2010-09-30,12 Months,0.31,18,1
21,USTREASURY/MKTDM,2010-06-30,12 Months,0.33,18,1
22,USTREASURY/MKTDM,2010-03-31,12 Months,0.35,18,1
23,USTREASURY/MKTDM,2009-12-31,12 Months,0.39,18,1
24,USTREASURY/MKTDM,2009-09-30,12 Months,0.41,18,1
25,USTREASURY/MKTDM,2009-06-30,12 Months,0.43,18,1
26,USTREASURY/MKTDM,2009-03-31,12 Months,0.43,18,1
27,USTREASURY/MKTDM,2008-12-31,12 Months,0.41,18,1
28,USTREASURY/MKTDM,2008-09-30,12 Months,0.36,18,1
29,USTREASURY/MKTDM,2008-06-30,12 Months,0.38,18,1
30,USTREASURY/MKTDM,2008-03-31,12 Months,0.37,18,1
31,USTREASURY/MKTDM,2007-12-31,12 Months,0.36,18,1
32,USTREASURY/MKTDM,2007-09-30,12 Months,0.35,18,1
33,USTREASURY/MKTDM,2007-06-30,12 Months,0.37,18,1
34,USTREASURY/MKTDM,2007-03-31,12 Months,0.36,18,1
35,USTREASURY/MKTDM,2006-12-31,12 Months,0.36,18,1
36,USTREASURY/MKTDM,2006-09-30,12 Months,0.36,18,1
37,USTREASURY/MKTDM,2006-06-30,12 Months,0.39,18,1
38,USTREASURY/MKTDM,2006-03-31,12 Months,0.38,18,1
39,USTREASURY/MKTDM,2005-12-31,12 Months,0.37,18,1
40,USTREASURY/MKTDM,2005-09-30,12 Months,0.37,18,1
41,USTREASURY/MKTDM,2005-06-30,12 Months,0.39,18,1
42,USTREASURY/MKTDM,2005-03-31,12 Months,0.39,18,1
43,USTREASURY/MKTDM,2004-12-31,12 Months,0.39,18,1
44,USTREASURY/MKTDM,2004-09-30,12 Months,0.4,18,1
45,USTREASURY/MKTDM,2004-06-30,12 Months,0.41,18,1
46,USTREASURY/MKTDM,2004-03-31,12 Months,0.42,18,1
47,USTREASURY/MKTDM,2003-12-31,12 Months,0.42,18,1
48,USTREASURY/MKTDM,2003-09-30,12 Months,0.42,18,1
49,USTREASURY/MKTDM,2003-06-30,12 Months,0.42,18,1
50,USTREASURY/MKTDM,2003-03-31,12 Months,0.41,18,1
51,USTREASURY/MKTDM,2002-12-31,12 Months,0.4,18,1
52,USTREASURY/MKTDM,2002-09-30,12 Months,0.41,18,1
53,USTREASURY/MKTDM,2002-06-30,12 Months,0.42,18,1
54,USTREASURY/MKTDM,2002-03-31,12 Months,0.41,18,1
55,USTREASURY/MKTDM,2001-12-31,12 Months,0.41,18,1
56,USTREASURY/MKTDM,2001-09-30,12 Months,0.38,18,1
57,USTREASURY/MKTDM,2001-06-30,12 Months,0.4,18,1
58,USTREASURY/MKTDM,2001-03-31,12 Months,0.39,18,1
59,USTREASURY/MKTDM,2000-12-31,12 Months,0.37,18,1
60,USTREASURY/MKTDM,2000-09-30,12 Months,0.37,18,1
61,USTREASURY/MKTDM,2000-06-30,12 Months,0.39,18,1
62,USTREASURY/MKTDM,2000-03-31,12 Months,0.38,18,1
63,USTREASURY/MKTDM,2015-09-30,24 Months,38.71,18,1
64,USTREASURY/MKTDM,2015-06-30,24 Months,38.74,18,1
65,USTREASURY/MKTDM,2015-03-31,24 Months,39.0,18,1
66,USTREASURY/MKTDM,2014-12-31,24 Months,38.0,18,1
67,USTREASURY/MKTDM,2014-09-30,24 Months,38.0,18,1
68,USTREASURY/MKTDM,2014-06-30,24 Months,39.0,18,1
69,USTREASURY/MKTDM,2014-03-31,24 Months,38.24,18,1
70,USTREASURY/MKTDM,2013-12-31,24 Months,38.5,18,1
71,USTREASURY/MKTDM,2013-09-30,24 Months,0.392,18,1
72,USTREASURY/MKTDM,2013-06-30,24 Months,0.406,18,1
73,USTREASURY/MKTDM,2013-03-31,24 Months,0.4,18,1
74,USTREASURY/MKTDM,2012-12-31,24 Months,0.4,18,1
75,USTREASURY/MKTDM,2012-09-30,24 Months,0.4,18,1
76,USTREASURY/MKTDM,2012-06-30,24 Months,0.41,18,1
77,USTREASURY/MKTDM,2012-03-31,24 Months,0.41,18,1
78,USTREASURY/MKTDM,2011-12-31,24 Months,0.41,18,1
79,USTREASURY/MKTDM,2011-09-30,24 Months,0.42,18,1
80,USTREASURY/MKTDM,2011-06-30,24 Months,0.43,18,1
81,USTREASURY/MKTDM,2011-03-31,24 Months,0.44,18,1
82,USTREASURY/MKTDM,2010-12-31,24 Months,0.44,18,1
83,USTREASURY/MKTDM,2010-09-30,24 Months,0.44,18,1
84,USTREASURY/MKTDM,2010-06-30,24 Months,0.46,18,1
85,USTREASURY/MKTDM,2010-03-31,24 Months,0.46,18,1
86,USTREASURY/MKTDM,2009-12-31,24 Months,0.5,18,1
87,USTREASURY/MKTDM,2009-09-30,24 Months,0.52,18,1
88,USTREASURY/MKTDM,2009-06-30,24 Months,0.55,18,1
89,USTREASURY/MKTDM,2009-03-31,24 Months,0.56,18,1
90,USTREASURY/MKTDM,2008-12-31,24 Months,0.55,18,1
91,USTREASURY/MKTDM,2008-09-30,24 Months,0.51,18,1
92,USTREASURY/MKTDM,2008-06-30,24 Months,0.52,18,1
93,USTREASURY/MKTDM,2008-03-31,24 Months,0.51,18,1
94,USTREASURY/MKTDM,2007-12-31,24 Months,0.5,18,1
95,USTREASURY/MKTDM,2007-09-30,24 Months,0.49,18,1
96,USTREASURY/MKTDM,2007-06-30,24 Months,0.51,18,1
97,USTREASURY/MKTDM,2007-03-31,24 Months,0.5,18,1
98,USTREASURY/MKTDM,2006-12-31,24 Months,0.5,18,1
99,USTREASURY/MKTDM,2006-09-30,24 Months,0.51,18,1
100,USTREASURY/MKTDM,2006-06-30,24 Months,0.53,18,1
101,USTREASURY/MKTDM,2006-03-31,24 Months,0.52,18,1
102,USTREASURY/MKTDM,2005-12-31,24 Months,0.52,18,1
103,USTREASURY/MKTDM,2005-09-30,24 Months,0.52,18,1
104,USTREASURY/MKTDM,2005-06-30,24 Months,0.55,18,1
105,USTREASURY/MKTDM,2005-03-31,24 Months,0.54,18,1
106,USTREASURY/MKTDM,2004-12-31,24 Months,0.54,18,1
107,USTREASURY/MKTDM,2004-09-30,24 Months,0.55,18,1
108,USTREASURY/MKTDM,2004-06-30,24 Months,0.56,18,1
109,USTREASURY/MKTDM,2004-03-31,24 Months,0.57,18,1
110,USTREASURY/MKTDM,2003-12-31,24 Months,0.57,18,1
111,USTREASURY/MKTDM,2003-09-30,24 Months,0.59,18,1
112,USTREASURY/MKTDM,2003-06-30,24 Months,0.59,18,1
113,USTREASURY/MKTDM,2003-03-31,24 Months,0.58,18,1
114,USTREASURY/MKTDM,2002-12-31,24 Months,0.57,18,1
115,USTREASURY/MKTDM,2002-09-30,24 Months,0.56,18,1
116,USTREASURY/MKTDM,2002-06-30,24 Months,0.55,18,1
117,USTREASURY/MKTDM,2002-03-31,24 Months,0.55,18,1
118,USTREASURY/MKTDM,2001-12-31,24 Months,0.54,18,1
119,USTREASURY/MKTDM,2001-09-30,24 Months,0.52,18,1
120,USTREASURY/MKTDM,2001-06-30,24 Months,0.54,18,1
121,USTREASURY/MKTDM,2001-03-31,24 Months,0.52,18,1
122,USTREASURY/MKTDM,2000-12-31,24 Months,0.52,18,1
123,USTREASURY/MKTDM,2000-09-30,24 Months,0.52,18,1
124,USTREASURY/MKTDM,2000-06-30,24 Months,0.53,18,1
